,ds,y
1068,2018-04-11,70.67
1069,2018-04-12,72.74
1070,2018-04-13,71.44
1071,2018-04-16,72.05
1072,2018-04-17,72.05
1073,2018-04-18,71.71
1074,2018-04-19,73.73
1075,2018-04-20,74.85
1076,2018-04-23,74.54
1077,2018-04-24,74.54
1078,2018-04-25,75.86
1079,2018-04-26,73.79
1080,2018-04-27,75.39
1081,2018-04-30,75.92
1082,2018-05-01,75.92
1083,2018-05-02,74.85
1084,2018-05-03,73.14
1085,2018-05-04,73.45
1086,2018-05-07,74.75
1087,2018-05-08,74.75
1088,2018-05-09,74.16
1089,2018-05-10,77.6
1090,2018-05-11,77.59
1091,2018-05-14,78.17
1092,2018-05-15,78.17
1093,2018-05-16,78.94
1094,2018-05-17,78.19
1095,2018-05-18,80.09
1096,2018-05-21,78.34
1097,2018-05-22,78.34
1098,2018-05-23,80.42
1099,2018-05-24,78.69
1100,2018-05-25,78.9
1101,2018-05-29,74.51
1102,2018-05-30,74.51
1103,2018-05-31,75.89
1104,2018-06-01,76.45
1105,2018-06-04,73.41
1106,2018-06-05,73.41
1107,2018-06-06,72.91
1108,2018-06-07,73.23
1109,2018-06-08,75.23
1110,2018-06-11,74.58
1111,2018-06-12,74.58
1112,2018-06-13,74.86
1113,2018-06-14,75.07
1114,2018-06-15,74.77
1115,2018-06-18,74.87
1116,2018-06-19,74.87
1117,2018-06-20,74.92
1118,2018-06-21,74.25
1119,2018-06-22,72.87
1120,2018-06-25,72.82
1121,2018-06-26,72.82
1122,2018-06-27,73.58
1123,2018-06-28,76.09
1124,2018-06-29,76.26
1125,2018-07-02,76.71
1126,2018-07-03,76.71
1127,2018-07-05,76.99
1128,2018-07-06,77.09
1129,2018-07-09,77.08
1130,2018-07-10,77.08
1131,2018-07-11,77.8
1132,2018-07-12,75.35
1133,2018-07-13,72.11
1134,2018-07-16,71.03
1135,2018-07-17,71.03
1136,2018-07-18,70.87
1137,2018-07-19,70.52
1138,2018-07-20,71.94
1139,2018-07-23,73.45
1140,2018-07-24,73.45
1141,2018-07-25,73.53
1142,2018-07-26,73.67
1143,2018-07-27,74.51
1144,2018-07-30,74.99
1145,2018-07-31,74.99
1146,2018-08-01,74.16
1147,2018-08-02,72.28
1148,2018-08-03,72.95
1149,2018-08-06,72.51
1150,2018-08-07,72.51
1151,2018-08-08,72.31
1152,2018-08-09,70.71
1153,2018-08-10,70.55
1154,2018-08-13,70.62
1155,2018-08-14,70.62
1156,2018-08-15,70.77
1157,2018-08-16,68.38
1158,2018-08-17,69.21
1159,2018-08-20,71.11
1160,2018-08-21,71.11
1161,2018-08-22,71.65
1162,2018-08-23,72.96
1163,2018-08-24,73.73
1164,2018-08-27,74.41
1165,2018-08-28,74.41
1166,2018-08-29,75.91
1167,2018-08-30,76.07
1168,2018-08-31,77.05
1169,2018-09-04,77.81
1170,2018-09-05,77.51
1171,2018-09-06,76.68
1172,2018-09-07,75.67
1173,2018-09-10,76.77
1174,2018-09-11,76.77
1175,2018-09-12,78.22
1176,2018-09-13,80.02
1177,2018-09-14,77.66
1178,2018-09-17,78.22
1179,2018-09-18,78.22
1180,2018-09-19,79.25
1181,2018-09-20,79.43
1182,2018-09-21,79.03
1183,2018-09-24,80.89
1184,2018-09-25,80.89
1185,2018-09-26,82.21
1186,2018-09-27,81.87
1187,2018-09-28,81.54
1188,2018-10-01,84.94
1189,2018-10-02,84.94
1190,2018-10-03,85.63
1191,2018-10-04,85.45
1192,2018-10-05,86.07
1193,2018-10-08,85.16
1194,2018-10-09,84.22
1195,2018-10-10,85.16
1196,2018-10-11,83.82
1197,2018-10-12,81.35
1198,2018-10-15,80.91
1199,2018-10-16,80.91
1200,2018-10-17,80.53
1201,2018-10-18,79.91
1202,2018-10-19,80.3
1203,2018-10-22,80.45
1204,2018-10-23,80.45
1205,2018-10-24,78.67
1206,2018-10-25,77.34
1207,2018-10-26,77.3
1208,2018-10-29,77.56
1209,2018-10-30,77.56
1210,2018-10-31,75.68
1211,2018-11-01,74.84
1212,2018-11-02,71.25
1213,2018-11-05,72.68
1214,2018-11-06,72.68
1215,2018-11-07,70.64
1216,2018-11-08,70.1
1217,2018-11-09,69.29
1218,2018-11-12,69.81
1219,2018-11-13,69.81
1220,2018-11-14,65.45
1221,2018-11-15,64.88
1222,2018-11-16,65.61
1223,2018-11-19,64.14
1224,2018-11-20,64.14
1225,2018-11-21,61.5
1226,2018-11-23,61.11
1227,2018-11-26,59.7
1228,2018-11-27,59.7
1229,2018-11-28,59.58
1230,2018-11-29,57.97
1231,2018-11-30,58.29
1232,2018-12-03,60.17
1233,2018-12-04,60.17
1234,2018-12-06,61.4
1235,2018-12-07,57.83
1236,2018-12-10,60.29
1237,2018-12-11,60.29
1238,2018-12-12,59.73
1239,2018-12-13,59.94
1240,2018-12-14,59.03
1241,2018-12-17,57.59
1242,2018-12-18,57.59
1243,2018-12-19,55.26
1244,2018-12-20,55.6
1245,2018-12-21,52.84
1246,2018-12-27,51.49
1247,2018-12-28,51.49
1248,2019-01-02,54.06
1249,2019-01-03,54.06
1250,2019-01-04,53.23
1251,2019-01-07,57.1
1252,2019-01-08,57.1
1253,2019-01-09,56.91
1254,2019-01-10,59.46
1255,2019-01-11,60.47
1256,2019-01-14,58.8
1257,2019-01-15,58.8
1258,2019-01-16,58.65
1259,2019-01-17,59.81
1260,2019-01-18,59.85
1261,2019-01-22,62.18
1262,2019-01-23,60.9
1263,2019-01-24,61.05
1264,2019-01-25,61.09
1265,2019-01-28,59.71
1266,2019-01-29,59.71
1267,2019-01-30,60.98
1268,2019-01-31,61.89
1269,2019-02-01,62.46
1270,2019-02-04,62.26
1271,2019-02-05,62.26
1272,2019-02-06,61.67
1273,2019-02-07,62.22
1274,2019-02-08,61.01
1275,2019-02-11,61.3
1276,2019-02-12,61.3
1277,2019-02-13,62.58
1278,2019-02-14,63.27
1279,2019-02-15,64.0
1280,2019-02-19,65.86
1281,2019-02-20,66.82
1282,2019-02-21,66.91
1283,2019-02-22,66.91
1284,2019-02-25,64.02
1285,2019-02-26,64.51
1286,2019-02-27,65.55
1287,2019-02-28,65.03
1288,2019-03-01,63.71
1289,2019-03-04,64.44
1290,2019-03-05,64.24
1291,2019-03-06,64.51
1292,2019-03-07,64.82
1293,2019-03-08,65.66
1294,2019-03-11,65.06
1295,2019-03-12,65.33
1296,2019-03-13,65.89
1297,2019-03-14,66.18
1298,2019-03-15,66.11
1299,2019-03-18,66.65
1300,2019-03-19,67.13
1301,2019-03-20,68.35
1302,2019-03-21,68.3
1303,2019-03-22,66.29
1304,2019-03-25,67.37
1305,2019-03-26,67.51
1306,2019-03-27,67.35
1307,2019-03-28,66.08
1308,2019-03-29,67.93
1309,2019-04-01,69.08
1310,2019-04-02,69.68
1311,2019-04-03,69.21
1312,2019-04-04,69.8
1313,2019-04-05,69.93
1314,2019-04-08,71.12
1315,2019-04-09,71.02
1316,2019-04-10,71.63
1317,2019-04-11,71.3
1318,2019-04-12,71.57
1319,2019-04-15,70.9
1320,2019-04-16,70.74
1321,2019-04-17,71.14
1322,2019-04-18,70.71
1323,2019-04-23,74.39
1324,2019-04-24,73.59
1325,2019-04-25,74.94
1326,2019-04-26,71.03
1327,2019-04-29,71.22
1328,2019-04-30,72.19
1329,2019-05-01,72.01
1330,2019-05-02,70.56
1331,2019-05-03,71.95
1332,2019-05-06,71.95
1333,2019-05-07,70.98
1334,2019-05-08,71.09
1335,2019-05-09,70.61
1336,2019-05-10,71.63
1337,2019-05-13,72.35
1338,2019-05-14,72.53
1339,2019-05-15,73.09
1340,2019-05-16,74.7
1341,2019-05-17,73.94
1342,2019-05-20,73.21
1343,2019-05-21,72.94
1344,2019-05-22,71.94
1345,2019-05-23,68.37
1346,2019-05-24,67.98
1347,2019-05-28,70.19
1348,2019-05-29,70.64
1349,2019-05-30,69.55
1350,2019-05-31,66.78
1351,2019-06-03,63.16
1352,2019-06-04,63.56
1353,2019-06-05,62.14
1354,2019-06-06,62.77
1355,2019-06-07,64.1
1356,2019-06-10,64.31
1357,2019-06-11,63.56
1358,2019-06-12,61.66
1359,2019-06-13,63.28
1360,2019-06-14,63.13
1361,2019-06-17,62.56
1362,2019-06-18,63.35
1363,2019-06-19,62.85
1364,2019-06-20,65.44
1365,2019-06-21,65.99
1366,2019-06-24,65.16
1367,2019-06-25,66.24
1368,2019-06-26,66.85
1369,2019-06-27,66.78
1370,2019-06-28,67.52
1371,2019-07-01,65.1
1372,2019-07-02,62.72
1373,2019-07-03,63.53
1374,2019-07-05,64.23
1375,2019-07-08,64.89
1376,2019-07-09,64.3
1377,2019-07-10,66.41
1378,2019-07-11,67.64
1379,2019-07-12,66.65
1380,2019-07-15,66.86
1381,2019-07-16,65.87
1382,2019-07-17,63.67
1383,2019-07-18,60.7
1384,2019-07-19,61.04
1385,2019-07-22,61.96
1386,2019-07-23,62.28
1387,2019-07-24,63.83
1388,2019-07-25,63.47
1389,2019-07-26,62.46
1390,2019-07-29,62.29
1391,2019-07-30,62.55
1392,2019-07-31,64.07
1393,2019-08-01,62.9
1394,2019-08-02,61.12
1395,2019-08-05,59.32
1396,2019-08-06,58.63
1397,2019-08-07,55.03
1398,2019-08-08,56.29
1399,2019-08-09,57.37
1400,2019-08-12,57.13
1401,2019-08-13,59.9
1402,2019-08-14,57.86
1403,2019-08-15,57.37
1404,2019-08-16,59.0
1405,2019-08-19,59.79
1406,2019-08-20,59.03
1407,2019-08-21,60.6
1408,2019-08-22,59.81
1409,2019-08-23,58.64
1410,2019-08-26,58.64
1411,2019-08-27,58.44
1412,2019-08-28,60.42
1413,2019-08-29,60.59
1414,2019-08-30,61.04
1415,2019-09-03,57.93
1416,2019-09-04,60.68
1417,2019-09-05,62.7
1418,2019-09-06,61.28
1419,2019-09-09,63.99
1420,2019-09-10,64.67
1421,2019-09-11,63.02
1422,2019-09-12,60.76
1423,2019-09-13,61.25
1424,2019-09-16,68.42
1425,2019-09-17,65.59
1426,2019-09-18,64.29
1427,2019-09-19,64.25
1428,2019-09-20,65.23
1429,2019-09-23,64.66
1430,2019-09-24,64.13
1431,2019-09-25,62.41
1432,2019-09-26,62.08
1433,2019-09-27,62.48
1434,2019-09-30,60.99
1435,2019-10-01,60.06
1436,2019-10-02,57.92
1437,2019-10-03,58.01
1438,2019-10-04,59.13
1439,2019-10-07,59.46
1440,2019-10-08,58.14
1441,2019-10-09,59.7
1442,2019-10-10,59.08
1443,2019-10-11,60.59
1444,2019-10-14,58.81
1445,2019-10-15,59.19
1446,2019-10-16,59.3
1447,2019-10-17,59.35
1448,2019-10-18,59.96
1449,2019-10-21,58.95
1450,2019-10-22,60.5
1451,2019-10-23,60.52
1452,2019-10-24,61.71
1453,2019-10-25,62.06
1454,2019-10-28,60.39
1455,2019-10-29,61.05
1456,2019-10-30,60.22
1457,2019-10-31,59.3
1458,2019-11-01,60.17
1459,2019-11-04,62.52
1460,2019-11-05,62.72
1461,2019-11-06,62.11
1462,2019-11-07,62.6
1463,2019-11-08,62.0
1464,2019-11-11,62.58
1465,2019-11-12,62.19
1466,2019-11-13,62.27
1467,2019-11-14,62.46
1468,2019-11-15,63.32
1469,2019-11-18,62.82
1470,2019-11-19,62.37
1471,2019-11-20,63.8
1472,2019-11-21,64.99
1473,2019-11-22,64.83
1474,2019-11-25,64.67
1475,2019-11-26,64.82
1476,2019-11-27,65.03
1477,2019-11-29,64.5
1478,2019-12-02,63.2
1479,2019-12-03,62.95
1480,2019-12-04,65.25
1481,2019-12-05,65.67
1482,2019-12-06,66.5
1483,2019-12-09,66.44
1484,2019-12-10,66.57
1485,2019-12-11,65.37
1486,2019-12-12,66.67
1487,2019-12-13,67.44
1488,2019-12-16,68.04
1489,2019-12-18,69.12
1490,2019-12-19,69.7
1491,2019-12-20,68.66
1492,2019-12-23,67.49
1493,2019-12-24,69.26
1494,2019-12-26,69.26
1495,2019-12-27,68.91
1496,2019-12-30,68.3
1497,2019-12-31,67.77
1498,2020-01-02,67.05
1499,2020-01-03,69.08
1500,2020-01-06,70.25
1501,2020-01-07,68.74
1502,2020-01-08,67.31
1503,2020-01-09,66.58
1504,2020-01-10,66.77
1505,2020-01-13,64.14
1506,2020-01-14,64.45
1507,2020-01-15,63.29
1508,2020-01-16,64.63
1509,2020-01-17,64.05
1510,2020-01-21,63.66
1511,2020-01-22,62.11
1512,2020-01-23,61.26
1513,2020-01-24,59.34
1514,2020-01-27,58.54
1515,2020-01-28,59.37
1516,2020-01-29,59.46
1517,2020-01-30,57.72
1518,2020-01-31,57.77
1519,2020-02-03,54.0
1520,2020-02-04,53.9
1521,2020-02-05,55.36
1522,2020-02-06,55.18
1523,2020-02-07,54.53
1524,2020-02-10,53.39
1525,2020-02-11,54.0
1526,2020-02-12,55.54
1527,2020-02-13,56.34
1528,2020-02-14,57.37
1529,2020-02-18,57.35
1530,2020-02-19,59.72
1531,2020-02-20,59.72
1532,2020-02-21,58.6
1533,2020-02-24,56.04
1534,2020-02-25,56.71
1535,2020-02-26,54.96
1536,2020-02-27,52.19
1537,2020-02-28,51.31
1538,2020-03-02,52.52
1539,2020-03-03,52.24
1540,2020-03-04,51.86
1541,2020-03-05,51.29
1542,2020-03-06,45.6
1543,2020-03-09,35.33
1544,2020-03-10,36.66
1545,2020-03-11,34.45
1546,2020-03-12,31.05
1547,2020-03-13,33.0
1548,2020-05-14,29.87
1549,2020-05-15,30.95
1550,2020-05-18,33.3
1551,2020-05-19,33.06
1552,2020-05-20,34.76
1553,2020-05-21,34.78
1554,2020-05-22,33.8
1555,2020-05-26,33.95
1556,2020-05-27,32.73
1557,2020-05-28,33.98
1558,2020-05-29,34.15
1559,2020-06-01,36.74
1560,2020-06-02,37.72
1561,2020-06-03,37.98
1562,2020-06-04,38.41
1563,2020-06-05,41.0
1564,2020-06-08,39.66
1565,2020-06-09,40.45
1566,2020-06-10,41.18
1567,2020-06-11,37.76
1568,2020-06-12,38.54
1569,2020-06-15,39.44
1570,2020-06-16,40.75
1571,2020-06-17,40.47
1572,2020-06-18,41.75
1573,2020-06-19,42.33
1574,2020-06-22,43.2
1575,2020-06-23,42.72
1576,2020-06-24,40.4
1577,2020-06-25,41.18
1578,2020-06-26,40.97
1579,2020-06-29,41.58
1580,2020-06-30,41.64
1581,2020-07-01,42.18
1582,2020-07-02,43.19
1583,2020-07-06,42.73
1584,2020-07-07,43.28
1585,2020-07-08,43.67
1586,2020-07-09,42.35
1587,2020-07-10,43.27
1588,2020-07-13,42.85
1589,2020-07-14,42.97
1590,2020-07-15,43.96
1591,2020-07-16,43.71
1592,2020-07-17,43.53
1593,2020-07-20,43.3
1594,2020-07-21,44.31
1595,2020-07-22,43.98
1596,2020-07-23,42.96
1597,2020-07-24,43.29
1598,2020-07-27,43.39
1599,2020-07-28,43.11
1600,2020-07-29,43.51
1601,2020-07-30,42.98
1602,2020-07-31,43.13
1603,2020-08-03,43.76
1604,2020-08-04,43.99
1605,2020-08-05,44.92
1606,2020-08-06,45.04
1607,2020-08-07,44.07
1608,2020-08-10,44.19
1609,2020-08-11,43.68
1610,2020-08-12,45.09
1611,2020-08-13,44.87
1612,2020-08-14,44.86
1613,2020-08-17,44.91
1614,2020-08-18,45.34
1615,2020-08-19,45.21
1616,2020-08-20,44.56
1617,2020-08-21,43.94
1618,2020-08-24,44.43
1619,2020-08-25,46.01
1620,2020-08-26,45.79
1621,2020-08-27,44.84
1622,2020-08-28,45.22
1623,2020-09-02,42.7
1624,2020-09-03,42.72
1625,2020-09-04,41.1
1626,2020-09-08,38.53
1627,2020-09-09,39.98
1628,2020-09-10,39.27
1629,2020-09-11,38.8
1630,2020-09-14,38.57
1631,2020-09-15,39.54
1632,2020-09-16,41.23
1633,2020-09-17,42.35
1634,2020-09-18,42.16
1635,2020-09-21,40.37
1636,2020-09-22,40.84
1637,2020-09-23,41.09
1638,2020-09-24,41.24
1639,2020-09-25,40.91
1640,2020-09-28,41.59
1641,2020-09-29,40.33
1642,2020-09-30,40.3
1643,2020-10-01,39.75
1644,2020-10-02,38.0
1645,2020-10-05,39.78
1646,2020-10-06,41.27
1647,2020-10-07,40.62
1648,2020-10-08,42.0
1649,2020-10-09,41.63
1650,2020-10-12,40.5
1651,2020-10-13,41.34
1652,2020-10-14,41.81
1653,2020-10-15,41.61
1654,2020-10-16,41.34
1655,2020-10-19,41.29
1656,2020-10-20,41.62
1657,2020-10-21,40.09
1658,2020-10-22,41.28
1659,2020-10-23,40.71
1660,2020-10-26,39.06
1661,2020-10-27,39.72
1662,2020-10-28,37.86
1663,2020-10-29,36.56
1664,2020-10-30,36.33
1665,2020-11-02,37.78
1666,2020-11-03,38.17
1667,2020-11-04,39.68
1668,2020-11-05,39.47
1669,2020-11-06,38.08
1670,2020-11-09,40.93
1671,2020-11-10,42.25
1672,2020-11-11,42.5
1673,2020-11-12,42.16
1674,2020-11-13,41.51
1675,2020-11-16,42.71
1676,2020-11-17,42.54
1677,2020-11-18,42.91
1678,2020-11-19,43.09
1679,2020-11-20,43.79
1680,2020-11-23,45.0
1681,2020-11-24,46.63
1682,2020-11-25,47.3
1683,2020-11-27,46.88
1684,2020-11-30,46.84
1685,2020-12-01,47.03
1686,2020-12-02,47.8
1687,2020-12-03,48.37
1688,2020-12-04,49.1
1689,2020-12-07,48.63
1690,2020-12-08,48.84
1691,2020-12-09,48.81
1692,2020-12-10,50.33
1693,2020-12-11,50.01
1694,2020-12-14,50.27
1695,2020-12-18,52.17
1696,2020-12-21,50.61
1697,2020-12-22,49.88
1698,2020-12-23,51.05
1699,2020-12-24,50.88
1700,2020-12-28,50.88
1701,2020-12-29,50.44
1702,2020-12-30,50.74
1703,2021-01-04,50.37
1704,2021-01-05,53.16
1705,2021-01-06,53.8
1706,2021-01-07,53.7
1707,2021-01-08,55.51
1708,2021-01-11,54.84
1709,2021-01-12,55.98
1710,2021-01-13,55.52
1711,2021-01-14,55.76
1712,2021-01-15,54.8
1713,2021-01-19,55.38
1714,2021-01-20,55.66
1715,2021-01-21,55.68
1716,2021-01-22,55.22
1717,2021-01-25,55.44
1718,2021-01-26,55.26
1719,2021-01-27,55.07
1720,2021-01-28,54.87
1721,2021-01-29,55.25
1722,2021-02-01,56.42
1723,2021-02-02,57.62
1724,2021-02-03,58.61
1725,2021-02-04,58.98
1726,2021-02-05,59.48
1727,2021-02-08,60.17
1728,2021-02-09,60.74
1729,2021-02-10,61.17
1730,2021-02-11,61.09
1731,2021-02-12,62.47
1732,2021-02-16,63.96
1733,2021-02-17,65.02
1734,2021-02-18,64.09
1735,2021-02-19,62.84
1736,2021-02-22,64.73
1737,2021-02-23,65.16
1738,2021-02-24,66.85
1739,2021-02-25,66.69
1740,2021-02-26,65.86
1741,2021-03-01,64.56
1742,2021-03-02,63.17
1743,2021-03-03,64.7
1744,2021-03-04,67.32
1745,2021-03-05,69.95
1746,2021-03-08,68.0
1747,2021-03-09,67.03
1748,2021-03-10,67.53
1749,2021-03-11,69.34
1750,2021-03-12,68.87
1751,2021-03-15,68.78
1752,2021-03-16,67.95
1753,2021-03-17,67.73
1754,2021-03-18,62.11
1755,2021-03-19,64.0
1756,2021-03-22,63.89
1757,2021-03-23,59.96
1758,2021-03-24,63.7
1759,2021-03-25,61.21
1760,2021-03-26,63.77
1761,2021-03-29,64.06
1762,2021-03-30,63.28
1763,2021-03-31,63.52
1764,2021-04-01,63.85
1765,2021-04-05,63.85
1766,2021-04-06,61.47
1767,2021-04-07,61.86
1768,2021-04-08,62.09
1769,2021-04-09,61.89
1770,2021-04-12,62.38
1771,2021-04-13,62.83
1772,2021-04-14,66.11
1773,2021-04-15,66.13
1774,2021-04-16,65.98
1775,2021-04-19,66.54
1776,2021-04-20,65.34
1777,2021-04-21,64.02
1778,2021-04-22,65.07
1779,2021-04-23,65.75
1780,2021-04-26,65.5
1781,2021-04-27,66.25
1782,2021-04-28,67.08
1783,2021-04-29,68.26
1784,2021-04-30,67.73
1785,2021-05-05,69.71
1786,2021-05-06,68.62
1787,2021-05-07,68.73
1788,2021-05-10,68.61
1789,2021-05-11,68.83
1790,2021-05-12,69.62
1791,2021-05-13,67.36
1792,2021-05-14,69.24
1793,2021-05-17,69.62
1794,2021-05-18,69.01
1795,2021-05-19,66.88
1796,2021-05-20,65.18
1797,2021-05-21,66.72
1798,2021-05-24,68.59
1799,2021-05-25,68.8
1800,2021-05-26,68.93
1801,2021-05-27,69.43
1802,2021-05-28,69.36
1803,2021-06-01,70.03
1804,2021-06-02,70.6
1805,2021-06-03,70.71
1806,2021-06-04,71.3
1807,2021-06-07,70.89
1808,2021-06-08,71.39
1809,2021-06-09,71.31
1810,2021-06-10,71.65
1811,2021-06-11,72.05
1812,2021-06-14,72.27
1813,2021-06-15,73.38
1814,2021-06-16,73.88
1815,2021-06-17,72.92
1816,2021-06-18,73.1
1817,2021-06-21,74.49
1818,2021-06-22,74.92
1819,2021-06-23,75.22
1820,2021-06-24,75.95
1821,2021-06-25,76.45
1822,2021-06-28,74.78
1823,2021-06-29,75.38
1824,2021-06-30,76.94
1825,2021-07-01,76.69
1826,2021-07-02,77.51
1827,2021-07-06,75.81
1828,2021-07-07,74.31
1829,2021-07-08,75.07
1830,2021-07-09,77.14
1831,2021-07-12,76.77
1832,2021-07-13,77.5
1833,2021-07-14,75.74
1834,2021-07-15,74.53
1835,2021-07-16,74.46
1836,2021-07-19,69.33
1837,2021-07-20,70.03
1838,2021-07-21,72.54
1839,2021-07-22,74.25
1840,2021-07-23,74.86
1841,2021-07-26,74.79
1842,2021-07-27,74.87
1843,2021-07-28,75.09
1844,2021-07-29,76.3
1845,2021-07-30,77.72
1846,2021-08-02,73.91
1847,2021-08-03,73.24
1848,2021-08-04,70.99
1849,2021-08-05,72.14
1850,2021-08-06,71.02
1851,2021-08-09,69.65
1852,2021-08-10,71.14
1853,2021-08-11,71.99
1854,2021-08-12,71.79
1855,2021-08-13,70.9
1856,2021-08-16,70.07
1857,2021-08-17,69.4
1858,2021-08-18,68.61
1859,2021-08-19,66.8
1860,2021-08-20,65.51
1861,2021-08-23,69.07
1862,2021-08-24,71.21
1863,2021-08-25,72.12
1864,2021-08-26,70.42
1865,2021-08-27,72.26
1866,2021-08-31,73.45
1867,2021-09-01,71.99
1868,2021-09-02,73.56
1869,2021-09-03,73.07
1870,2021-09-07,71.52
1871,2021-09-08,72.36
1872,2021-09-09,71.32
1873,2021-09-10,72.44
1874,2021-09-13,72.97
1875,2021-09-14,73.05
1876,2021-09-15,74.84
1877,2021-09-16,75.14
1878,2021-09-17,74.64
1879,2021-09-20,73.59
1880,2021-09-21,73.65
1881,2021-09-22,75.5
1882,2021-09-23,76.44
1883,2021-09-24,77.42
1884,2021-09-27,78.85
1885,2021-09-28,78.3
1886,2021-09-29,77.86
1887,2021-09-30,77.81
1888,2021-10-01,79.4
1889,2021-10-04,81.44
1890,2021-10-05,82.72
1891,2021-10-06,81.39
1892,2021-10-07,82.34
1893,2021-10-08,82.17
1894,2021-10-11,83.75
1895,2021-10-12,83.53
1896,2021-10-13,83.53
1897,2021-10-14,83.86
1898,2021-10-15,84.67
1899,2021-10-18,84.13
1900,2021-10-19,85.02
1901,2021-10-20,85.76
1902,2021-10-21,84.58
1903,2021-10-22,85.43
1904,2021-10-25,84.85
1905,2021-10-26,85.11
1906,2021-10-27,84.12
1907,2021-10-28,83.4
1908,2021-10-29,83.1
1909,2021-11-01,84.51
1910,2021-11-02,84.42
1911,2021-11-03,81.1
1912,2021-11-04,80.15
1913,2021-11-05,82.43
1914,2021-11-08,83.22
1915,2021-11-09,84.52
1916,2021-11-10,82.91
1917,2021-11-11,83.4
1918,2021-11-12,82.9
1919,2021-11-15,81.94
1920,2021-11-16,82.85
1921,2021-11-17,80.67
1922,2021-11-18,82.45
1923,2021-11-19,80.24
1924,2021-11-22,80.97
1925,2021-11-23,83.43
1926,2021-11-24,82.37
1927,2021-11-26,72.37
1928,2021-11-29,73.34
1929,2021-11-30,70.86
1930,2021-12-01,69.53
1931,2021-12-02,70.56
1932,2021-12-03,70.71
1933,2021-12-06,73.38
1934,2021-12-07,75.54
1935,2021-12-08,75.94
1936,2021-12-09,74.1
1937,2021-12-10,74.98
1938,2021-12-13,74.12
1939,2021-12-14,73.37
1940,2021-12-15,73.71
1941,2021-12-16,74.64
1942,2021-12-17,72.97
1943,2021-12-20,70.51
1944,2021-12-21,72.85
1945,2021-12-22,74.69
1946,2021-12-23,76.26
1947,2021-12-27,75.24
1948,2021-12-29,78.63
1949,2021-12-30,78.61
1950,2021-12-31,77.24
1951,2022-01-03,78.25
1952,2022-01-04,79.39
1953,2022-01-05,80.6
1954,2022-01-06,81.99
1955,2022-01-07,82.28
1956,2022-01-10,81.56
1957,2022-01-11,84.98
1958,2022-01-12,85.83
1959,2022-01-13,85.8
1960,2022-01-14,87.17
1961,2022-01-18,88.83
1962,2022-01-19,89.64
1963,2022-01-20,89.75
1964,2022-01-21,89.75
1965,2022-01-24,87.74
1966,2022-01-25,89.49
1967,2022-01-26,91.22
1968,2022-01-27,90.7
1969,2022-01-28,91.47
1970,2022-01-31,92.35
1971,2022-02-01,90.24
1972,2022-02-02,91.43
1973,2022-02-03,92.99
1974,2022-02-04,96.86
1975,2022-02-07,97.28
1976,2022-02-08,96.07
1977,2022-02-09,94.95
1978,2022-02-10,96.37
1979,2022-02-11,97.5
1980,2022-02-14,101.66
1981,2022-02-15,98.43
1982,2022-02-16,97.44
1983,2022-02-17,95.28
1984,2022-02-18,96.18
1985,2022-02-22,98.73
1986,2022-02-23,99.29
1987,2022-02-24,101.29
1988,2022-02-25,98.56
1989,2022-02-28,103.08
1990,2022-03-01,110.93
1991,2022-03-02,118.94
1992,2022-03-03,115.36
1993,2022-03-04,123.86
1994,2022-03-07,129.02
1995,2022-03-08,133.18
1996,2022-03-09,116.58
1997,2022-03-10,114.54
1998,2022-03-11,118.11
1999,2022-03-14,110.39
2000,2022-03-15,105.14
2001,2022-03-16,104.61
2002,2022-03-17,113.5
2003,2022-03-18,114.32
2004,2022-03-21,122.29
2005,2022-03-22,121.53
2006,2022-03-23,127.52
2007,2022-03-24,123.98
2008,2022-03-25,122.67
2009,2022-03-28,114.5
2010,2022-03-29,112.79
2011,2022-03-30,115.59
2012,2022-03-31,107.29
2013,2022-04-01,106.13
2014,2022-04-04,108.15
2015,2022-04-05,106.6
2016,2022-04-06,100.81
2017,2022-04-07,99.83
2018,2022-04-08,101.26
2019,2022-04-11,97.92
2020,2022-04-12,104.42
2021,2022-04-13,108.49
2022,2022-04-14,110.83
2023,2022-04-18,110.83
2024,2022-04-19,105.49
2025,2022-04-20,105.05
2026,2022-04-21,107.2
2027,2022-04-22,105.15
2028,2022-04-25,99.27
2029,2022-04-26,102.89
2030,2022-04-27,103.3
2031,2022-04-28,105.78
2032,2022-04-29,108.36
2033,2022-05-02,108.36
2034,2022-05-03,104.94
2035,2022-05-04,110.53
2036,2022-05-05,112.11
2037,2022-05-06,113.86
2038,2022-05-09,106.67
2039,2022-05-10,102.61
2040,2022-05-11,107.7
2041,2022-05-12,108.06
2042,2022-05-13,112.12
2043,2022-05-16,114.86
2044,2022-05-17,112.89
2045,2022-05-18,110.04
2046,2022-05-19,113.22
2047,2022-05-20,113.63
2048,2022-05-23,115.13
2049,2022-05-24,115.77
2050,2022-05-25,116.41
2051,2022-05-26,119.81
2052,2022-05-27,121.19
2053,2022-05-31,125.53
2054,2022-06-01,122.2
2055,2022-06-03,125.68
2056,2022-06-06,124.99
2057,2022-06-07,126.89
2058,2022-06-08,129.2
2059,2022-06-09,128.47
2060,2022-06-10,127.44
2061,2022-06-13,128.44
2062,2022-06-14,127.02
2063,2022-06-15,124.96
2064,2022-06-16,125.78
2065,2022-06-17,119.22
2066,2022-06-21,118.51
