,ds,y
2067,2022-06-22,115.54
2068,2022-06-23,114.5
2069,2022-06-24,117.36
2070,2022-06-27,119.69
2071,2022-06-28,122.21
2072,2022-06-29,120.8
2073,2022-06-30,119.78
2074,2022-07-01,119.21
2075,2022-07-05,110.49
2076,2022-07-06,108.54
2077,2022-07-07,113.4
2078,2022-07-08,113.95
2079,2022-07-11,114.85
2080,2022-07-12,106.98
2081,2022-07-13,107.17
2082,2022-07-14,107.74
2083,2022-07-15,112.26
2084,2022-07-18,117.27
2085,2022-07-19,114.96
2086,2022-07-20,115.86
2087,2022-07-21,112.81
2088,2022-07-22,106.77
2089,2022-07-25,108.23
2090,2022-07-26,107.32
2091,2022-07-27,109.64
2092,2022-07-28,109.68
2093,2022-07-29,111.51
2094,2022-08-01,106.09
2095,2022-08-02,106.51
2096,2022-08-03,101.82
2097,2022-08-04,97.99
2098,2022-08-05,100.31
2099,2022-08-08,103.46
2100,2022-08-09,103.81
2101,2022-08-10,105.06
2102,2022-08-11,107.19
2103,2022-08-12,103.7
2104,2022-08-15,98.25
2105,2022-08-16,95.36
2106,2022-08-17,97.22
2107,2022-08-18,96.35
2108,2022-08-19,96.45
2109,2022-08-22,95.06
2110,2022-08-23,99.49
2111,2022-08-24,99.87
2112,2022-08-25,98.81
2113,2022-08-26,101.13
2114,2022-08-30,99.34
2115,2022-08-31,96.55
2116,2022-09-01,92.24
2117,2022-09-02,93.09
2118,2022-09-06,91.43
2119,2022-09-07,86.83
2120,2022-09-08,87.99
2121,2022-09-09,91.68
2122,2022-09-12,93.45
2123,2022-09-13,92.04
2124,2022-09-14,92.83
2125,2022-09-15,89.28
2126,2022-09-16,89.43
2127,2022-09-19,89.43
2128,2022-09-20,89.62
2129,2022-09-21,89.86
2130,2022-09-22,90.4
2131,2022-09-23,84.29
2132,2022-09-26,82.55
2133,2022-09-27,85.97
2134,2022-09-28,89.55
2135,2022-09-29,89.41
2136,2022-09-30,88.9
2137,2022-10-03,90.68
2138,2022-10-04,93.74
2139,2022-10-05,94.35
2140,2022-10-06,95.65
2141,2022-10-07,98.88
2142,2022-10-10,97.13
2143,2022-10-11,95.17
2144,2022-10-12,93.44
2145,2022-10-13,95.16
2146,2022-10-14,92.22
2147,2022-10-17,91.04
2148,2022-10-18,89.46
2149,2022-10-19,91.34
2150,2022-10-20,91.52
2151,2022-10-21,91.82
2152,2022-10-24,91.57
2153,2022-10-25,91.76
2154,2022-10-26,92.93
2155,2022-10-27,94.17
2156,2022-10-28,94.64
2157,2022-10-31,93.3
2158,2022-11-01,95.12
2159,2022-11-02,96.07
2160,2022-11-03,95.29
2161,2022-11-04,99.53
2162,2022-11-07,99.87
2163,2022-11-08,96.85
2164,2022-11-09,93.05
2165,2022-11-10,94.25
2166,2022-11-11,96.37
2167,2022-11-14,93.59
2168,2022-11-15,94.3
2169,2022-11-16,92.61
2170,2022-11-17,91.0
2171,2022-11-18,88.93
2172,2022-11-21,88.44
2173,2022-11-22,88.65
2174,2022-11-23,85.9
2175,2022-11-25,83.4
2176,2022-11-28,83.5
2177,2022-11-29,83.22
2178,2022-11-30,85.61
2179,2022-12-01,86.28
2180,2022-12-02,86.54
2181,2022-12-05,83.36
2182,2022-12-06,79.92
2183,2022-12-07,77.11
2184,2022-12-08,76.02
2185,2022-12-09,76.37
2186,2022-12-12,78.0
2187,2022-12-13,80.14
2188,2022-12-14,83.33
2189,2022-12-15,82.34
2190,2022-12-16,80.2
2191,2022-12-19,81.66
2192,2022-12-20,79.45
2193,2022-12-21,80.25
2194,2022-12-22,79.58
2195,2022-12-23,82.45
2196,2022-12-27,82.45
2197,2022-12-28,81.7
2198,2022-12-29,80.96
2199,2022-12-30,82.82
2200,2023-01-03,80.36
2201,2023-01-04,75.31
2202,2023-01-05,76.73
2203,2023-01-06,76.41
2204,2023-01-09,77.5
2205,2023-01-10,78.4
2206,2023-01-11,81.11
2207,2023-01-12,82.59
2208,2023-01-13,83.43
2209,2023-01-17,84.38
2210,2023-01-18,83.78
2211,2023-01-19,85.08
2212,2023-01-20,86.96
2213,2023-01-23,87.96
2214,2023-01-24,85.25
2215,2023-01-25,85.08
2216,2023-01-26,86.29
2217,2023-01-27,85.36
2218,2023-01-30,84.9
2219,2023-01-31,83.42
2220,2023-02-01,81.61
2221,2023-02-02,80.57
2222,2023-02-03,78.85
2223,2023-02-06,80.48
2224,2023-02-07,82.92
2225,2023-02-08,84.17
2226,2023-02-09,83.46
2227,2023-02-10,85.46
2228,2023-02-13,85.98
2229,2023-02-14,84.96
2230,2023-02-15,84.11
2231,2023-02-16,83.84
2232,2023-02-17,81.97
2233,2023-02-21,82.14
2234,2023-02-22,79.55
2235,2023-02-23,82.08
2236,2023-02-24,82.31
2237,2023-02-27,81.24
2238,2023-02-28,83.21
2239,2023-03-01,83.68
2240,2023-03-02,84.15
2241,2023-03-03,85.74
2242,2023-03-06,85.86
2243,2023-03-07,83.03
2244,2023-03-08,82.1
2245,2023-03-09,81.0
2246,2023-03-10,82.3
2247,2023-03-13,79.67
2248,2023-03-14,76.77
2249,2023-03-15,74.3
2250,2023-03-16,73.12
2251,2023-03-17,71.03
2252,2023-03-20,72.42
2253,2023-03-21,74.78
2254,2023-03-22,76.08
2255,2023-03-23,74.31
2256,2023-03-24,73.63
2257,2023-03-27,76.8
2258,2023-03-28,78.07
2259,2023-03-29,77.51
2260,2023-03-30,78.45
2261,2023-03-31,79.19
2262,2023-04-03,85.81
2263,2023-04-04,85.7
2264,2023-04-05,85.89
2265,2023-04-06,86.56
2266,2023-04-10,86.56
2267,2023-04-11,87.32
2268,2023-04-12,88.31
2269,2023-04-13,86.51
2270,2023-04-14,87.31
2271,2023-04-17,85.63
2272,2023-04-18,85.48
2273,2023-04-19,85.34
2274,2023-04-20,83.29
2275,2023-04-21,83.36
2276,2023-04-24,84.23
2277,2023-04-25,82.13
2278,2023-04-26,79.19
2279,2023-04-27,80.11
2280,2023-04-28,81.32
2281,2023-05-02,76.71
2282,2023-05-03,72.91
2283,2023-05-04,73.0
2284,2023-05-05,75.85
2285,2023-05-09,77.76
2286,2023-05-10,76.7
2287,2023-05-11,75.32
2288,2023-05-12,74.54
2289,2023-05-15,75.46
2290,2023-05-16,75.15
2291,2023-05-17,76.98
2292,2023-05-18,75.75
2293,2023-05-19,75.42
2294,2023-05-22,75.77
2295,2023-05-23,76.66
2296,2023-05-24,77.99
2297,2023-05-25,75.66
2298,2023-05-26,76.33
2299,2023-05-30,73.38
2300,2023-05-31,71.98
2301,2023-06-01,74.18
2302,2023-06-02,76.0
2303,2023-06-05,76.61
2304,2023-06-06,76.22
2305,2023-06-07,76.85
2306,2023-06-08,75.88
2307,2023-06-09,74.74
2308,2023-06-12,71.8
2309,2023-06-13,74.24
2310,2023-06-14,73.39
2311,2023-06-15,75.75
2312,2023-06-16,76.76
2313,2023-06-20,75.79
2314,2023-06-21,76.92
2315,2023-06-22,73.93
2316,2023-06-23,73.56
2317,2023-06-26,73.86
2318,2023-06-27,71.88
2319,2023-06-28,73.64
2320,2023-06-29,73.86
2321,2023-06-30,74.51
2322,2023-07-03,74.52
2323,2023-07-05,76.74
2324,2023-07-06,76.72
2325,2023-07-07,78.77
2326,2023-07-10,77.83
2327,2023-07-11,79.54
2328,2023-07-12,80.35
2329,2023-07-13,81.31
2330,2023-07-14,79.9
2331,2023-07-17,77.8
2332,2023-07-18,79.54
2333,2023-07-19,79.38
2334,2023-07-20,79.62
2335,2023-07-21,81.06
2336,2023-07-24,82.53
2337,2023-07-25,83.46
2338,2023-07-26,82.98
2339,2023-07-27,84.28
2340,2023-07-28,84.49
2341,2023-07-31,85.22
2342,2023-08-01,85.34
2343,2023-08-02,84.01
2344,2023-08-03,86.19
2345,2023-08-04,87.38
2346,2023-08-07,86.47
2347,2023-08-08,88.0
2348,2023-08-09,89.31
2349,2023-08-10,87.44
2350,2023-08-11,87.93
2351,2023-08-14,87.4
2352,2023-08-15,86.28
2353,2023-08-16,84.49
2354,2023-08-17,85.24
2355,2023-08-18,85.92
2356,2023-08-21,85.44
2357,2023-08-22,84.7
2358,2023-08-23,83.94
2359,2023-08-24,84.07
2360,2023-08-25,85.42
2361,2023-08-29,86.37
2362,2023-08-30,86.62
2363,2023-08-31,87.29
2364,2023-09-05,91.25
2365,2023-09-06,91.79
2366,2023-09-07,91.16
2367,2023-09-08,91.85
2368,2023-09-11,91.97
2369,2023-09-12,93.58
2370,2023-09-13,93.04
2371,2023-09-14,95.2
2372,2023-09-15,95.55
2373,2023-09-18,95.95
2374,2023-09-19,96.11
2375,2023-09-20,94.56
2376,2023-09-21,93.7
2377,2023-09-22,93.99
2378,2023-09-25,94.01
2379,2023-09-26,94.46
2380,2023-09-27,97.1
2381,2023-09-28,96.55
2382,2023-09-29,95.86
2383,2023-10-02,91.21
2384,2023-10-03,94.46
2385,2023-10-04,89.83
2386,2023-10-05,88.28
2387,2023-10-06,87.86
2388,2023-10-09,91.37
2389,2023-10-10,90.7
2390,2023-10-11,87.58
2391,2023-10-12,88.4
2392,2023-10-13,94.33
2393,2023-10-16,90.99
2394,2023-10-17,92.52
2395,2023-10-18,91.99
2396,2023-10-19,93.12
2397,2023-10-20,93.72
2398,2023-10-23,91.88
2399,2023-10-24,88.0
2400,2023-10-25,90.14
2401,2023-10-26,88.45
2402,2023-10-27,90.73
2403,2023-10-30,90.73
2404,2023-11-06,87.31
2405,2023-11-07,83.43
2406,2023-11-08,81.46
2407,2023-11-09,81.74
2408,2023-11-10,83.66
2409,2023-11-13,84.09
2410,2023-11-14,84.2
2411,2023-11-15,82.4
2412,2023-11-16,77.73
2413,2023-11-17,81.22
2414,2023-11-20,83.25
2415,2023-11-21,82.42
2416,2023-11-22,81.76
2417,2023-11-24,79.82
2418,2023-11-27,79.49
2419,2023-11-28,81.66
2420,2023-11-29,82.98
2421,2023-11-30,81.72
2422,2023-12-01,78.72
2423,2023-12-04,78.16
2424,2023-12-05,77.27
2425,2023-12-06,74.33
2426,2023-12-07,74.21
2427,2023-12-08,75.94
2428,2023-12-11,75.75
2429,2023-12-12,74.11
2430,2023-12-13,74.14
2431,2023-12-14,77.05
2432,2023-12-15,76.84
2433,2023-12-18,78.89
2434,2023-12-19,79.82
2435,2023-12-20,81.1
2436,2023-12-21,80.73
2437,2023-12-22,80.23
2438,2023-12-26,80.23
2439,2023-12-27,80.97
2440,2023-12-28,79.04
2441,2023-12-29,77.69
2442,2024-01-02,76.24
2443,2024-01-03,77.18
2444,2024-01-04,75.79
2445,2024-01-05,78.31
2446,2024-01-08,75.47
2447,2024-01-09,77.97
2448,2024-01-10,78.46
2449,2024-01-11,80.21
2450,2024-01-12,79.89
2451,2024-01-16,80.15
2452,2024-01-17,78.88
2453,2024-01-18,81.04
2454,2024-01-19,80.71
2455,2024-01-22,81.7
2456,2024-01-23,82.04
2457,2024-01-24,82.15
2458,2024-01-25,82.33
2459,2024-01-26,83.34
2460,2024-01-29,83.99
2461,2024-01-30,84.14
2462,2024-01-31,82.98
2463,2024-02-01,82.2
2464,2024-02-02,79.54
2465,2024-02-05,79.3
2466,2024-02-06,80.46
2467,2024-02-07,81.18
2468,2024-02-08,83.01
2469,2024-02-09,83.58
2470,2024-02-12,83.88
2471,2024-02-13,84.72
2472,2024-02-14,84.41
2473,2024-02-15,84.33
2474,2024-02-16,84.88
2475,2024-02-20,84.78
2476,2024-02-21,84.77
2477,2024-02-22,85.84
2478,2024-02-23,84.18
2479,2024-02-26,84.01
2480,2024-02-27,83.8
2481,2024-02-28,84.08
2482,2024-02-29,84.57
2483,2024-03-01,84.82
2484,2024-03-04,86.58
2485,2024-03-05,85.82
2486,2024-03-06,86.59
2487,2024-03-07,84.88
2488,2024-03-08,84.29
2489,2024-03-11,83.44
2490,2024-03-12,83.66
2491,2024-03-13,83.95
2492,2024-03-14,86.16
2493,2024-03-15,85.39
2494,2024-03-18,86.47
2495,2024-03-19,87.36
2496,2024-03-20,85.77
2497,2024-03-21,84.92
2498,2024-03-22,84.87
2499,2024-03-25,86.18
2500,2024-03-26,85.91
2501,2024-03-27,84.94
2502,2024-03-28,86.17
2503,2024-04-02,87.63
2504,2024-04-03,90.6
2505,2024-04-04,90.32
2506,2024-04-05,92.81
2507,2024-04-08,91.73
2508,2024-04-09,92.13
2509,2024-04-10,91.57
2510,2024-04-11,91.49
2511,2024-04-12,93.12
2512,2024-04-15,90.84
2513,2024-04-16,91.29
2514,2024-04-17,89.54
2515,2024-04-18,88.34
2516,2024-04-19,87.96
2517,2024-04-22,87.3
2518,2024-04-23,88.29
2519,2024-04-24,89.02
2520,2024-04-25,88.1
2521,2024-04-26,89.95
2522,2024-04-29,88.44
2523,2024-04-30,88.23
2524,2024-05-01,83.55
2525,2024-05-02,84.81
2526,2024-05-03,83.6
2527,2024-05-07,82.69
2528,2024-05-08,82.44
2529,2024-05-09,83.27
2530,2024-05-10,83.39
2531,2024-05-13,83.18
2532,2024-05-14,81.0
2533,2024-05-15,79.98
2534,2024-05-16,81.65
2535,2024-05-17,82.24
2536,2024-05-20,81.91
2537,2024-05-21,81.22
2538,2024-05-22,79.9
2539,2024-05-23,79.25
2540,2024-05-24,78.92
2541,2024-05-28,81.34
2542,2024-05-29,81.5
2543,2024-05-30,81.42
2544,2024-05-31,79.41
2545,2024-06-03,76.45
2546,2024-06-04,75.33
2547,2024-06-05,75.41
2548,2024-06-06,77.62
2549,2024-06-07,78.12
2550,2024-06-10,79.59
2551,2024-06-11,80.15
2552,2024-06-12,80.52
2553,2024-06-13,81.44
2554,2024-06-14,81.49
2555,2024-06-17,82.45
2556,2024-06-18,84.79
2557,2024-06-20,85.92
2558,2024-06-21,86.42
2559,2024-06-24,86.75
2560,2024-06-25,86.81
2561,2024-06-26,85.76
2562,2024-06-27,87.0
2563,2024-06-28,87.26
2564,2024-07-01,86.57
